workId,batchId,batchType,status,selectionReason,methodPolicy,panelPolicy,lastUpdatedAt
work-a25bac53b4757f13f21a,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-a4ca6e21e97927928e1a,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-a7413b6e35e0d316a538,batch-003,batch,frozen,era-2000s;audience-shojo;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-a7e0062c7153978fc6fe,batch-003,batch,frozen,era-2000s;audience-unknown;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-a960372ed5efa4031896,batch-003,batch,frozen,era-2020s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-aa6d796e2e04a55b94b1,batch-003,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-ae0ac8a5acfc5fbb7dd6,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-b2be97620643b3342637,batch-003,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-b708734262fb9b67f948,batch-003,batch,frozen,era-unknown;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-bd42208a660912d9d95d,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-c5e8c957903bf1832dc5,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-c805c5b70111f75d6fb5,batch-003,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-c9e32218e26c6c6292f9,batch-003,batch,frozen,era-2020s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-d655ea1cfb913f33cc9a,batch-003,batch,frozen,era-2010s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-d735187a8421d0d33399,batch-003,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-da98a01b4d345bd9c415,batch-003,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-df29832c2155775e0e7c,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-ea41ee65245a0dbdc4a8,batch-003,batch,frozen,era-2010s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-f1d22b68efa7fbd501ee,batch-003,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-f59be454d59478f33914,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-f6cddc6b36f20bd0cc74,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-f6fa4c2d3a7e1dc5257b,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-025c8ab93483a39c9330,batch-004,batch,frozen,era-2020s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-098b1781e14365eea667,batch-004,batch,frozen,era-2020s;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-0f3a44f5dcab9623d1be,batch-004,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-11d23966f22f777e95d0,batch-004,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-132ce7172750a3b1fa53,batch-004,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-15dba4fdb46308ab45d7,batch-004,batch,frozen,era-2000s;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-188ba092c6195603bb3f,batch-004,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-19c2017b33c07f48634e,batch-004,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-1a6ad6771865b43c8516,batch-004,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-1cdc6c5cca7c33fafe51,batch-004,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-23077ad33a2066bef5a6,batch-004,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-2356050c72240569e1c5,batch-004,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-2c4fe00df5255fc082f9,batch-004,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-2d385ad0525742330e70,batch-004,batch,frozen,era-2020s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-2df743e085adef5e9bd3,batch-004,batch,frozen,era-2020s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-2f1d1c3ad0f943f1562f,batch-004,batch,frozen,era-2020s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-3713ab561de583d709bc,batch-004,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-39c1a2b6791238827ed5,batch-004,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-3ad85a2ffdc026007d61,batch-004,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-44d0000353478596369e,batch-004,batch,frozen,era-unknown;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-53fb816835ab36e40a1f,batch-004,batch,frozen,era-2020s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-62fbc6b2253b895e3a66,batch-004,batch,frozen,era-2010s;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-634f34830600e07d8f17,batch-004,batch,frozen,era-2000s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-65f856a6fa2078f21d2f,batch-004,batch,frozen,era-2020s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-741deb03d9f59e723929,batch-004,batch,frozen,era-unknown;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-7c8931bc010e2f28f7ec,batch-004,batch,frozen,era-unknown;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-7d4568dcc8e9175d35ba,batch-004,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-7f0f63c5d80083f2be7f,batch-004,batch,frozen,era-2010s;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-80a2f62ce5073ade2ec2,batch-004,batch,frozen,era-unknown;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-8733067e6afcaeadbd8d,batch-004,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-925f371723beac5227f7,batch-004,batch,frozen,era-2020s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-961a49798df191311f42,batch-004,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-9bd00739b995d84e2494,batch-004,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-a3d922576a1a1ecc8e3e,batch-004,batch,frozen,era-2020s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-aa85b65d02f367e76a07,batch-004,batch,frozen,era-2020s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-af3443bab1c30d470a76,batch-004,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-bd5c323a3dbc9f3a04d4,batch-004,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-c2df32661c0b925ff74f,batch-004,batch,frozen,era-unknown;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-c2f3864045578cebb590,batch-004,batch,frozen,era-2020s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-c5c2695ad33fd05af945,batch-004,batch,frozen,era-2020s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-c7280f9dcc2754d3f864,batch-004,batch,frozen,era-2020s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-d63a83030a8819ff553c,batch-004,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-d8a87d01c1f35d58e791,batch-004,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-e2f095e08fc5e08d5a2b,batch-004,batch,frozen,era-2010s;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-e81955a9fc5c4d84580f,batch-004,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-eef84d07d90ba2b040cf,batch-004,batch,frozen,era-unknown;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-f8cb26831612e0c6ece5,batch-004,batch,frozen,era-2020s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-fc53cb5669aa4099ee4a,batch-004,batch,frozen,era-2010s;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-fd2a957c501c36047ed0,batch-004,batch,frozen,era-2000s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-ff9b025f58d7e12f3cb1,batch-004,batch,frozen,era-2000s;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-060a72fe10cf6ba9cbfc,batch-005,batch,frozen,era-2000s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-076beb86f844b642beef,batch-005,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-091d231d37f037fb07e8,batch-005,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-0cf463005cc77eeded8e,batch-005,batch,frozen,era-2020s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-0d1ad77728a44df56508,batch-005,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-0dabd1d17e5fcf2992b9,batch-005,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-0ebf010ac12b9b60d80e,batch-005,batch,frozen,era-unknown;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-0ede6921b81169dc2dda,batch-005,batch,frozen,era-2010s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-0eff8190c0c6ff604527,batch-005,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-12b484cd79bfe6852ea1,batch-005,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-151b456508f78852b002,batch-005,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-1550d4a52c3fe6d9f94c,batch-005,batch,frozen,era-2000s;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-15d6508605fbd4a266fc,batch-005,batch,frozen,era-2000s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-18e08fe95968a6537773,batch-005,batch,frozen,era-2020s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-19b578d0e828242f14f3,batch-005,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-1b3afe12c434a9cf7603,batch-005,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-1b7c4ed54d7761cd242b,batch-005,batch,frozen,era-2000s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-1bce95b6c02673e59bcf,batch-005,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-1d5a3158e78e639f1973,batch-005,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-1e9c4852863a22bba058,batch-005,batch,frozen,era-2010s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-1ec3d48e64b228bb8a92,batch-005,batch,frozen,era-2000s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-238c04ae3a3a61451078,batch-005,batch,frozen,era-2010s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-43ebf010a490cfd4bb50,batch-005,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-4b4bbe8c10859c46e726,batch-005,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
